"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.99"
"Longitude","-85.81"
"Elevation","82.90"
"Climate Identifier","2401203"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-07-27","2016","07","27","","10.2","E","4.5","E","7.4","E","10.6","E","0.0","E","0.0","T","0.0","","0.0","T","","","18","","44",""
"2016-07-28","2016","07","28","","11.1","E","5.1","E","8.1","E","9.9","E","0.0","E","0.0","","0.0","","0.0","","","","18","","32",""
"2016-07-29","2016","07","29","","15.6","E","7.9","E","11.8","E","6.2","E","0.0","E","0.0","","0.0","","0.0","","","","18","","32",""
"2016-07-30","2016","07","30","","16.4","E","10.6","E","13.5","E","4.5","E","0.0","E","0.0","","0.0","","0.0","","","","15","","37",""
"2016-07-31","2016","07","31","","13.7","E","9.8","E","11.8","E","6.2","E","0.0","E","0.0","","0.0","","0.0","","","","17","","52",""
"2016-08-01","2016","08","01","","10.7","E","6.3","E","8.5","E","9.5","E","0.0","E","2.4","","0.0","","2.4","","","","16","","54",""
"2016-08-02","2016","08","02","","6.8","E","3.5","E","5.2","E","12.8","E","0.0","E","0.4","","0.0","","0.4","","","","18","","76",""
"2016-08-03","2016","08","03","","9.8","E","3.8","E","6.8","E","11.2","E","0.0","E","0.0","","0.0","","0.0","","","","19","","67",""
"2016-08-04","2016","08","04","","4.1","E","0.3","E","2.2","E","15.8","E","0.0","E","0.0","","0.6","","0.6","","","","19","","41",""
"2016-08-05","2016","08","05","","2.8","E","0.4","E","1.6","E","16.4","E","0.0","E","0.0","","0.0","T","0.0","T","","","28","","32",""
"2016-08-06","2016","08","06","","4.6","E","2.2","E","3.4","E","14.6","E","0.0","E","0.0","T","0.0","","0.0","T","","","27","","30",""
"2016-08-07","2016","08","07","","7.7","E","1.9","E","4.8","E","13.2","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-08","2016","08","08","","11.1","E","4.8","E","8.0","E","10.0","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-09","2016","08","09","","10.6","E","5.5","E","8.1","E","9.9","E","0.0","E","0.0","","0.0","","0.0","","","","14","","35",""
"2016-08-10","2016","08","10","","9.4","E","6.3","E","7.9","E","10.1","E","0.0","E","3.0","","0.0","","3.0","","","","15","","33",""
"2016-08-11","2016","08","11","","7.1","E","2.1","E","4.6","E","13.4","E","0.0","E","13.6","","0.0","","13.6","","","","27","","46",""
"2016-08-12","2016","08","12","","5.3","E","0.7","E","3.0","E","15.0","E","0.0","E","0.0","","0.2","","0.2","","","","35","","56",""
"2016-08-13","2016","08","13","","4.7","E","0.2","E","2.5","E","15.5","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-14","2016","08","14","","4.9","E","1.5","E","3.2","E","14.8","E","0.0","E","0.0","","0.0","","0.0","","","","13","","39",""
"2016-08-15","2016","08","15","","7.0","E","1.5","E","4.3","E","13.7","E","0.0","E","0.0","","0.0","","0.0","","","","16","","37",""
"2016-08-16","2016","08","16","","9.5","E","4.1","E","6.8","E","11.2","E","0.0","E","0.0","T","0.0","","0.0","T","","","15","","39",""
"2016-08-17","2016","08","17","","4.8","E","1.0","E","2.9","E","15.1","E","0.0","E","1.0","","0.0","","1.0","","","","35","","50",""
"2016-08-18","2016","08","18","","2.5","E","-1.2","E","0.7","E","17.3","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-19","2016","08","19","","2.8","E","-0.3","E","1.3","E","16.7","E","0.0","E","0.4","","0.0","T","0.4","","","","18","","95",""
"2016-08-20","2016","08","20","","3.8","E","-0.1","E","1.9","E","16.1","E","0.0","E","0.0","T","0.0","","0.0","T","","","19","","72",""
"2016-08-21","2016","08","21","","2.3","E","-1.2","E","0.6","E","17.4","E","0.0","E","0.0","","0.0","","0.0","","","","21","","48",""
"2016-08-22","2016","08","22","","3.0","E","-2.4","E","0.3","E","17.7","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-23","2016","08","23","","0.8","E","-1.4","E","-0.3","E","18.3","E","0.0","E","0.0","","2.0","","1.8","","1","","19","","61",""
"2016-08-24","2016","08","24","","3.1","E","-1.4","E","0.9","E","17.1","E","0.0","E","0.0","","0.0","","0.0","","0","T","18","","35",""
"2016-08-25","2016","08","25","","4.8","E","-2.2","E","1.3","E","16.7","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-26","2016","08","26","","7.2","E","1.4","E","4.3","E","13.7","E","0.0","E","0.0","","0.0","","0.0","","","","1","","33",""
"2016-08-27","2016","08","27","","5.5","E","0.7","E","3.1","E","14.9","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-08-28","2016","08","28","","4.4","E","0.7","E","2.6","E","15.4","E","0.0","E","0.0","","0.0","","0.0","","","","18","","61",""
"2016-08-29","2016","08","29","","3.9","E","1.3","E","2.6","E","15.4","E","0.0","E","0.0","","0.0","T","0.0","T","","","16","","43",""
"2016-08-30","2016","08","30","","1.6","E","-0.3","E","0.7","E","17.3","E","0.0","E","0.0","T","0.0","","0.0","T","","","1","","48",""
"2016-08-31","2016","08","31","","2.2","E","-0.4","E","0.9","E","17.1","E","0.0","E","0.0","","0.6","","0.6","","","","35","","54",""
"2016-09-01","2016","09","01","","0.8","E","-1.8","E","-0.5","E","18.5","E","0.0","E","0.4","","0.0","T","0.4","","1","","14","","41",""
"2016-09-02","2016","09","02","","-2.0","E","-2.7","E","-2.4","E","20.4","E","0.0","E","7.2","","0.0","T","7.2","","2","","35","","35",""
"2016-09-03","2016","09","03","","-3.1","E","-6.0","E","-4.6","E","22.6","E","0.0","E","0.0","","0.4","","0.2","","8","","14","","39",""
"2016-09-04","2016","09","04","","-4.1","E","-7.2","E","-5.7","E","23.7","E","0.0","E","0.0","","0.0","","0.0","","5","","15","","46",""
"2016-09-05","2016","09","05","","-7.7","E","-12.6","E","-10.2","E","28.2","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-09-06","2016","09","06","","-1.3","E","-5.1","E","-3.2","E","21.2","E","0.0","E","0.0","","4.7","","4.4","","7","","17","","41",""
"2016-09-07","2016","09","07","","-3.2","E","-6.3","E","-4.8","E","22.8","E","0.0","E","0.0","","0.0","T","0.0","T","9","","17","","44",""
"2016-09-08","2016","09","08","","-2.0","E","-9.7","E","-5.9","E","23.9","E","0.0","E","0.0","","1.0","","0.8","","8","","14","","44",""
"2016-09-09","2016","09","09","","-1.6","E","-2.8","E","-2.2","E","20.2","E","0.0","E","0.0","","0.0","T","0.0","T","9","","16","","56",""
"2016-09-10","2016","09","10","","-3.3","E","-5.1","E","-4.2","E","22.2","E","0.0","E","0.0","","0.0","","0.0","","8","","15","","46",""
"2016-09-11","2016","09","11","","-4.8","E","-8.1","E","-6.5","E","24.5","E","0.0","E","0.0","","0.0","","0.0","","7","","","","<31",""
"2016-09-12","2016","09","12","","-4.8","E","-11.5","E","-8.2","E","26.2","E","0.0","E","0.0","","0.0","T","0.0","T","7","","","","<31",""
"2016-09-13","2016","09","13","","-3.1","E","-9.8","E","-6.5","E","24.5","E","0.0","E","0.0","","0.0","","0.0","","6","","2","","57",""
"2016-09-14","2016","09","14","","-3.3","E","-9.8","E","-6.6","E","24.6","E","0.0","E","0.0","","0.0","T","0.0","T","6","","1","","44",""
"2016-09-15","2016","09","15","","-3.1","E","-7.2","E","-5.2","E","23.2","E","0.0","E","0.0","","0.0","","0.0","","6","","","","<31",""
"2016-09-16","2016","09","16","","-4.2","E","-14.2","E","-9.2","E","27.2","E","0.0","E","0.0","","0.0","","0.0","","5","","14","","30",""
"2016-09-17","2016","09","17","","-5.8","E","-10.9","E","-8.4","E","26.4","E","0.0","E","0.0","","0.0","","0.0","","5","","14","","32",""
"2016-09-18","2016","09","18","","-4.2","E","-12.1","E","-8.2","E","26.2","E","0.0","E","0.0","","0.0","T","0.0","T","5","","13","","52",""
"2016-09-19","2016","09","19","","-1.6","E","-3.5","E","-2.6","E","20.6","E","0.0","E","0.0","","0.0","T","0.0","T","5","","18","","50",""
"2016-09-20","2016","09","20","","-0.4","","-3.4","","-1.9","","19.9","","0.0","","0.0","","0.8","","0.6","","5","","15","","61",""
"2016-09-21","2016","09","21","","-2.4","","-5.6","","-4.0","","22.0","","0.0","","0.0","","0.0","T","0.0","T","6","","17","","74",""
"2016-09-22","2016","09","22","","-0.3","","-2.4","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","6","","15","","78",""
"2016-09-23","2016","09","23","","1.9","","-1.3","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","5","","15","","69",""
"2016-09-24","2016","09","24","","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","5","","15","","89",""
"2016-09-25","2016","09","25","","2.8","","0.5","","1.7","","16.3","","0.0","","1.0","","0.0","","1.0","","4","","15","","61",""
"2016-09-26","2016","09","26","","0.9","","-6.1","","-2.6","","20.6","","0.0","","1.2","","1.8","","2.2","","3","","34","","65",""
"2016-09-27","2016","09","27","","-5.3","","-9.4","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","4","","36","","52",""
"2016-09-28","2016","09","28","","-4.8","","-7.8","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","T","4","","16","","41",""
"2016-09-29","2016","09","29","","-3.2","","-8.2","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","4","","35","","46",""
"2016-09-30","2016","09","30","","-7.2","","-9.8","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","4","","36","","44",""
"2016-10-01","2016","10","01","","-7.2","","-10.8","","-9.0","","27.0","","0.0","","0.0","","5.6","","3.6","","4","","","","<31",""
"2016-10-02","2016","10","02","","-7.4","","-12.7","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","9","","2","","43",""
"2016-10-03","2016","10","03","","-7.8","","-18.9","","-13.4","","31.4","","0.0","","0.0","","0.0","T","0.0","T","9","","2","","37",""
"2016-10-04","2016","10","04","","-9.2","","-19.6","","-14.4","","32.4","","0.0","","0.0","","4.8","","0.8","","9","","15","","37",""
"2016-10-05","2016","10","05","","-4.4","","-9.4","","-6.9","","24.9","","0.0","","0.0","","1.2","","0.4","","12","","16","","48",""
"2016-10-06","2016","10","06","","-4.1","","-11.5","","-7.8","","25.8","","0.0","","0.0","","4.2","","1.6","","11","","35","","56",""
"2016-10-07","2016","10","07","","-5.3","","-14.9","","-10.1","","28.1","","0.0","","0.0","","0.4","","0.2","","14","","15","","50",""
"2016-10-08","2016","10","08","","-5.3","","-13.7","","-9.5","","27.5","","0.0","","0.0","","0.2","","0.0","T","11","","17","","50",""
"2016-10-09","2016","10","09","","-10.1","","-21.2","","-15.7","","33.7","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2016-10-10","2016","10","10","","-12.2","","-22.1","","-17.2","","35.2","","0.0","","0.0","","3.6","","1.2","","9","","","","<31",""
"2016-10-11","2016","10","11","","-12.7","","-19.1","","-15.9","","33.9","","0.0","","0.0","","1.0","","0.4","","13","","","","<31",""
"2016-10-12","2016","10","12","","-13.2","","-19.7","","-16.5","","34.5","","0.0","","0.0","","0.4","","0.0","T","13","","","","<31",""
"2016-10-13","2016","10","13","","-14.1","","-26.2","","-20.2","","38.2","","0.0","","0.0","","0.2","","0.0","T","13","","","","<31",""
"2016-10-14","2016","10","14","","-21.7","","-26.7","","-24.2","","42.2","","0.0","","0.0","","1.2","","0.6","","13","","","","<31",""
"2016-10-15","2016","10","15","","-20.7","","-28.3","","-24.5","","42.5","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-10-16","2016","10","16","","-17.0","","-26.6","","-21.8","","39.8","","0.0","","0.0","","0.2","","0.2","","14","","","","<31",""
"2016-10-17","2016","10","17","","-24.1","","-30.6","","-27.4","","45.4","","0.0","","0.0","","0.0","","0.0","","14","","","","<31",""
"2016-10-18","2016","10","18","","-20.7","E","-31.2","E","-26.0","E","44.0","E","0.0","E","0.0","","0.0","","0.0","","14","","","","<31",""
"2016-10-19","2016","10","19","","-17.3","E","-22.8","E","-20.1","E","38.1","E","0.0","E","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-10-20","2016","10","20","","-20.7","E","-24.3","E","-22.5","E","40.5","E","0.0","E","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2016-10-21","2016","10","21","","-20.0","E","-24.8","E","-22.4","E","40.4","E","0.0","E","0.0","","0.0","T","0.0","T","14","","17","","30",""
"2016-10-22","2016","10","22","","-10.1","E","-26.6","E","-18.4","E","36.4","E","0.0","E","0.0","","0.0","T","0.0","T","14","","14","","74",""
"2016-10-23","2016","10","23","","-9.2","E","-11.0","E","-10.1","E","28.1","E","0.0","E","0.0","","0.0","T","0.0","T","12","","16","","59",""
"2016-10-24","2016","10","24","","-9.2","E","-14.8","E","-12.0","E","30.0","E","0.0","E","0.0","","0.0","T","0.0","T","11","","18","","76",""
"2016-10-25","2016","10","25","","-15.4","E","-18.3","E","-16.9","E","34.9","E","0.0","E","0.0","","0.4","","0.2","","10","","2","","44",""
"2016-10-26","2016","10","26","","-19.6","E","-21.1","E","-20.4","E","38.4","E","0.0","E","0.0","","0.8","","0.4","","11","","15","","39",""
"2016-10-27","2016","10","27","","-24.5","E","-29.2","E","-26.9","E","44.9","E","0.0","E","0.0","","0.0","","0.0","","10","","","","<31",""
"2016-10-28","2016","10","28","","-23.9","E","-29.8","E","-26.9","E","44.9","E","0.0","E","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2016-10-29","2016","10","29","","-26.3","E","-29.4","E","-27.9","E","45.9","E","0.0","E","0.0","","0.0","","0.0","","10","","","","<31",""
"2016-10-30","2016","10","30","","-25.2","E","-28.8","E","-27.0","E","45.0","E","0.0","E","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2016-10-31","2016","10","31","","-26.9","E","-31.2","E","-29.1","E","47.1","E","0.0","E","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2016-11-01","2016","11","01","","-22.0","E","-28.8","E","-25.4","E","43.4","E","0.0","E","0.0","","0.4","","0.2","","9","","14","","33",""
"2016-11-02","2016","11","02","","-7.6","E","-22.4","E","-15.0","E","33.0","E","0.0","E","0.0","","0.0","T","0.0","T","9","","13","","41",""
"2016-11-03","2016","11","03","","-4.2","E","-11.1","E","-7.7","E","25.7","E","0.0","E","0.0","","0.0","T","0.0","T","8","","11","","67",""
"2016-11-04","2016","11","04","","-14.2","E","-19.5","E","-16.9","E","34.9","E","0.0","E","0.0","","0.0","T","0.0","T","8","","18","","35",""
"2016-11-05","2016","11","05","","-10.3","E","-14.6","E","-12.5","E","30.5","E","0.0","E","0.0","","0.0","T","0.0","T","8","","28","","39",""
"2016-11-06","2016","11","06","","-9.8","E","-15.2","E","-12.5","E","30.5","E","0.0","E","0.0","","6.8","","2.8","","8","","28","","44",""
"2016-11-07","2016","11","07","","-13.5","E","-21.1","E","-17.3","E","35.3","E","0.0","E","0.0","","3.2","","0.4","","18","","26","","41",""
"2016-11-08","2016","11","08","","-19.8","E","-27.6","E","-23.7","E","41.7","E","0.0","E","0.0","","0.0","T","0.0","T","13","","36","","41",""
"2016-11-09","2016","11","09","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-11-10","2016","11","10","","-27.1","E","-31.7","E","-29.4","E","47.4","E","0.0","E","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-11-11","2016","11","11","","-27.2","E","-32.8","E","-30.0","E","48.0","E","0.0","E","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-11-12","2016","11","12","","-23.3","E","-24.4","E","-23.9","E","41.9","E","0.0","E","0.0","","0.0","T","0.0","T","12","","","","<31",""
"2016-11-13","2016","11","13","","-25.2","E","-30.2","E","-27.7","E","45.7","E","0.0","E","0.0","","0.4","","0.2","","13","","","","<31",""
"2016-11-14","2016","11","14","","-30.6","E","-34.1","E","-32.4","E","50.4","E","0.0","E","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-11-15","2016","11","15","","-31.5","E","-35.8","E","-33.7","E","51.7","E","0.0","E","0.0","","0.0","T","0.0","T","13","","","","<31",""
"2016-11-16","2016","11","16","","-25.7","E","-33.1","E","-29.4","E","47.4","E","0.0","E","0.0","","0.0","","0.0","","","","","","<31",""
"2016-11-17","2016","11","17","","-21.4","E","-25.7","E","-23.6","E","41.6","E","0.0","E","0.0","","0.0","","0.0","","","","14","","32",""
"2016-11-18","2016","11","18","","-27.7","E","-31.6","E","-29.7","E","47.7","E","0.0","E","0.0","","0.0","T","0.0","T","11","","","","<31",""
"2016-11-19","2016","11","19","","","M","","M","","M","","M","","M","0.0","","0.4","","0.4","","10","","","","<31",""
"2016-11-20","2016","11","20","","-25.2","E","-28.9","E","-27.1","E","45.1","E","0.0","E","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2016-11-21","2016","11","21","","-28.2","E","-32.5","E","-30.4","E","48.4","E","0.0","E","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2016-11-22","2016","11","22","","-26.0","E","-31.8","E","-28.9","E","46.9","E","0.0","E","0.0","","0.0","T","0.0","T","9","","","","<31",""
"2016-11-23","2016","11","23","","-25.0","E","-29.5","E","-27.3","E","45.3","E","0.0","E","0.0","","0.2","","0.0","T","9","","","","<31",""
"2016-11-24","2016","11","24","","-23.7","E","-25.1","E","-24.4","E","42.4","E","0.0","E","0.0","","0.4","","0.0","T","9","","","","<31",""
"2016-11-25","2016","11","25","","-21.5","E","-24.1","E","-22.8","E","40.8","E","0.0","E","0.0","","0.8","","0.6","","9","","","","<31",""
"2016-11-26","2016","11","26","","-22.8","E","-29.0","E","-25.9","E","43.9","E","0.0","E","0.0","","0.2","","0.2","","8","","","","<31",""
"2016-11-27","2016","11","27","","-20.7","E","-28.2","E","-24.5","E","42.5","E","0.0","E","0.0","","0.2","","0.2","","8","","","","<31",""
"2016-11-28","2016","11","28","","-20.5","E","-30.3","E","-25.4","E","43.4","E","0.0","E","0.2","","","M","0.4","","8","","","","<31",""
"2016-11-29","2016","11","29","","","M","","M","","M","","M","","M","0.0","","0.6","","0.4","","10","","14","","46",""
"2016-11-30","2016","11","30","","-12.4","E","-15.4","E","-13.9","E","31.9","E","0.0","E","0.0","","0.0","T","0.0","T","8","","14","","57",""
"2016-12-01","2016","12","01","","-9.6","E","-12.2","E","-10.9","E","28.9","E","0.0","E","0.0","","0.0","T","0.0","T","8","","16","","67",""
"2016-12-02","2016","12","02","","-8.9","E","-21.8","E","-15.4","E","33.4","E","0.0","E","0.0","","3.4","","2.6","","5","","4","","87",""
"2016-12-03","2016","12","03","","-18.9","E","-27.2","E","-23.1","E","41.1","E","0.0","E","0.0","","0.0","","0.0","","5","","19","","69",""
"2016-12-04","2016","12","04","","-19.0","E","-28.4","E","-23.7","E","41.7","E","0.0","E","0.0","","0.0","T","0.0","T","5","","1","","59",""
"2016-12-05","2016","12","05","","-26.5","E","-30.6","E","-28.6","E","46.6","E","0.0","E","0.0","","0.2","","0.0","T","5","","29","","37",""
"2016-12-06","2016","12","06","","-25.3","E","-31.3","E","-28.3","E","46.3","E","0.0","E","0.0","","0.0","T","0.0","T","5","","32","","87",""
"2016-12-07","2016","12","07","","-21.6","E","-32.0","E","-26.8","E","44.8","E","0.0","E","0.0","","0.2","","0.0","T","5","","32","","63",""
"2016-12-08","2016","12","08","","-21.0","E","-33.8","E","-27.4","E","45.4","E","0.0","E","0.0","","0.2","","0.0","T","5","","0","","54",""
"2016-12-09","2016","12","09","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-10","2016","12","10","","","M","","M","","M","","M","","M","","M","","","","M","5","","","M","","M"
"2016-12-11","2016","12","11","","-33.0","E","-37.3","E","-35.2","E","53.2","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-12","2016","12","12","","-34.8","E","-38.4","E","-36.6","E","54.6","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-13","2016","12","13","","-32.6","E","-37.7","E","-35.2","E","53.2","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-14","2016","12","14","","-32.6","E","-36.1","E","-34.4","E","52.4","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-15","2016","12","15","","-32.1","E","-35.6","E","-33.9","E","51.9","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-16","2016","12","16","","-34.0","E","-38.2","E","-36.1","E","54.1","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-17","2016","12","17","","-35.2","E","-38.0","E","-36.6","E","54.6","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-18","2016","12","18","","-36.4","E","-39.9","E","-38.2","E","56.2","E","0.0","E","0.0","","0.0","T","0.0","T","5","","","","<31",""
"2016-12-19","2016","12","19","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2016-12-20","2016","12","20","","-37.8","E","-40.7","E","-39.3","E","57.3","E","0.0","E","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2016-12-21","2016","12","21","","-33.7","E","-39.5","E","-36.6","E","54.6","E","0.0","E","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2016-12-22","2016","12","22","","-32.8","E","-36.3","E","-34.6","E","52.6","E","0.0","E","0.0","","0.0","T","0.0","T","6","","13","","33",""
"2016-12-23","2016","12","23","","-31.6","E","-34.4","E","-33.0","E","51.0","E","0.0","E","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2016-12-24","2016","12","24","","-29.5","E","-32.2","E","-30.9","E","48.9","E","0.0","E","0.0","","1.0","","0.4","","6","","","","<31",""
"2016-12-25","2016","12","25","","-33.6","E","-37.3","E","-35.5","E","53.5","E","0.0","E","","M","","M","","M","7","","","","<31",""
"2016-12-26","2016","12","26","","-32.9","E","-35.7","E","-34.3","E","52.3","E","0.0","E","0.0","","0.8","","0.2","","7","","","","<31",""
"2016-12-27","2016","12","27","","-37.9","E","-41.6","E","-39.8","E","57.8","E","0.0","E","0.0","","0.0","T","0.0","T","7","","","","<31",""
"2016-12-28","2016","12","28","","-36.7","E","-41.7","E","-39.2","E","57.2","E","0.0","E","0.0","","0.0","T","0.0","T","7","","14","","35",""
"2016-12-29","2016","12","29","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","7","","","","<31",""
"2016-12-30","2016","12","30","","-35.7","E","-41.1","E","-38.4","E","56.4","E","0.0","E","0.0","","0.0","","0.0","","7","","","","<31",""
"2016-12-31","2016","12","31","","-29.8","E","-37.0","E","-33.4","E","51.4","E","0.0","E","0.0","","0.0","T","0.0","T","6","","","","<31",""
