"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.98"
"Longitude","-85.93"
"Elevation","10.40"
"Climate Identifier","2401200"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1964-01","1964","01","-32.4","","-39.9","","-36.2","","-20.6","S","-48.3","S","0.0","","8.1","","3.6","","15","",,"",,""
"1964-02","1964","02","-35.0","","-42.6","","-38.8","","-22.2","","-51.1","","0.0","","7.1","","3.3","","18","",,"",,""
"1964-03","1964","03","-32.0","","-40.7","","-36.4","","-17.8","","-48.3","","0.0","","5.3","","2.8","","23","",,"",,""
"1964-04","1964","04","-25.4","","-33.6","","-29.5","","-11.7","S","-48.9","","0.0","","7.9","","5.8","","25","",,"",,""
"1964-05","1964","05","-8.8","","-15.4","","-12.1","","-1.1","","-25.6","S","0.0","","0.8","","0.3","","13","",,"",,""
"1964-06","1964","06","5.1","","0.5","","2.8","","11.1","S","-6.1","","1.3","","0.5","","1.8","","0","",,"",,""
"1964-07","1964","07","5.8","","1.3","","3.6","","9.4","","0.0","S","5.3","","2.5","","7.9","","0","",,"",,""
"1964-08","1964","08","6.3","","1.0","","3.7","","12.2","","-2.2","","10.2","","2.3","","12.4","","0","T",,"",,""
"1964-09","1964","09","-5.9","","-11.1","","-8.5","","1.7","","-27.8","S","0.0","","6.6","","7.1","","5","",,"",,""
"1964-10","1964","10","-20.7","","-28.5","","-24.6","","-15.6","","-37.2","","0.0","","5.3","","5.3","","8","",,"",,""
"1964-11","1964","11","-29.9","","-36.6","","-33.3","","-13.3","","-46.1","","0.0","","11.7","","9.1","","13","",,"",,""
"1964-12","1964","12","-28.1","","-35.4","","-31.8","","-16.1","","-42.8","","0.0","","1.8","","1.8","","8","",,"",,""
"1965-01","1965","01","-31.4","","-38.7","","-35.1","","-20.0","","-45.6","S","0.0","","1.3","","1.0","","8","",,"",,""
"1965-02","1965","02","-31.3","","-39.0","","-35.2","","-8.3","","-47.2","","0.0","","6.4","","4.8","","10","",,"",,""
"1965-03","1965","03","-30.7","","-38.4","","-34.6","","-19.4","","-45.6","","0.0","","1.0","","1.0","","10","",,"",,""
"1965-04","1965","04","-25.7","","-34.1","","-29.9","","-15.6","","-41.1","","0.0","","2.5","","2.8","","13","",,"",,""
"1965-05","1965","05","-3.1","","-10.5","","-6.8","","3.3","","-23.9","","0.0","","3.3","","2.0","","8","",,"",,""
"1965-06","1965","06","5.2","","-0.3","","2.5","","13.9","","-5.0","","3.6","","0.0","T","3.6","","0","",,"",,""
"1965-07","1965","07","6.6","","1.7","","4.2","","13.3","","0.6","S","13.5","","0.0","T","13.5","","0","",,"",,""
"1965-08","1965","08","6.4","","1.0","","3.7","","16.7","","-3.9","S","1.8","","1.8","","3.6","","0","T",,"",,""
"1965-09","1965","09","-5.9","","-11.9","","-8.9","","5.0","","-25.0","","0.0","","5.8","","3.6","","5","",,"",,""
"1965-10","1965","10","-19.8","","-26.7","","-23.3","","-8.9","","-33.3","","0.0","","4.1","","2.0","","10","",,"",,""
"1965-11","1965","11","-22.9","","-31.2","","-27.1","","-7.2","S","-39.4","S","0.0","","1.3","","0.8","","8","",,"",,""
"1965-12","1965","12","-29.4","","-37.0","","-33.2","","-13.3","","-46.7","","0.0","","0.3","","0.0","T","8","",,"",,""
"1966-01","1966","01","-34.1","","-41.7","","-37.9","","-12.8","","-53.3","S","0.0","","2.5","","1.3","","10","",,"",,""
"1966-02","1966","02","-31.4","","-38.7","","-35.1","","-12.2","","-43.9","","0.0","","1.5","","0.5","","13","",,"",,""
"1966-03","1966","03","-36.6","","-42.2","","-39.4","","-26.1","","-47.8","","0.0","","1.3","","0.5","","13","",,"",,""
"1966-04","1966","04","-26.4","","-34.5","","-30.5","","-17.2","","-41.1","","0.0","","1.0","","0.5","","13","",,"",,""
"1966-05","1966","05","-5.7","","-12.7","","-9.2","","2.8","S","-25.6","","0.3","","11.2","","9.4","","5","",,"",,""
"1966-06","1966","06","2.8","","-2.1","","0.4","","10.6","","-8.3","","4.1","","3.0","","5.6","","0","",,"",,""
"1966-07","1966","07","7.9","","2.2","","5.1","","13.3","S","0.0","","2.3","","0.0","","2.3","","0","",,"",,""
"1966-08","1966","08","7.7","","2.9","","5.3","","14.4","","-2.8","","9.1","","0.0","T","9.1","","0","",,"",,""
"1966-09","1966","09","-4.4","","-10.3","","-7.4","","6.1","","-22.2","","0.0","T","19.8","","15.2","","8","",,"",,""
"1966-10","1966","10","-21.7","","-28.7","","-25.2","","-11.1","","-40.0","","0.0","","10.4","","6.6","","13","",,"",,""
"1966-11","1966","11","-31.4","","-38.3","","-34.9","","-21.1","","-44.4","","0.0","","1.3","","0.5","","13","",,"",,""
"1966-12","1966","12","-30.0","","-36.9","","-33.5","","-18.3","","-45.0","","0.0","","2.5","","1.5","","18","",,"",,""
"1967-01","1967","01","-32.7","","-39.6","","-36.2","","-18.3","S","-47.2","","0.0","","3.0","","2.3","","23","",,"",,""
"1967-02","1967","02","-38.8","","-44.6","","-41.7","","-26.1","","-51.7","","0.0","","0.0","T","0.0","T","23","",,"",,""
"1967-03","1967","03","-31.4","","-39.1","","-35.3","","-15.6","","-50.0","","0.0","","0.5","","0.3","","23","",,"",,""
"1967-04","1967","04","-21.3","","-29.8","","-25.6","","-11.7","","-38.3","","0.0","","0.0","T","0.0","T","18","",,"",,""
"1967-05","1967","05","-0.4","","-5.7","","-3.1","","5.0","","-17.8","","0.0","","3.8","","2.8","","3","",,"",,""
"1967-06","1967","06","4.6","","-0.4","","2.1","","14.4","","-5.0","","2.3","","10.2","","8.9","","0","",,"",,""
"1967-07","1967","07","6.8","","2.1","","4.5","","12.2","","0.6","S","18.8","","1.5","","20.1","","0","",,"",,""
"1967-08","1967","08","5.5","","1.2","","3.4","","12.2","S","-3.3","S","2.5","","2.3","","4.1","","0","T",,"",,""
"1967-09","1967","09","-5.9","","-12.3","","-9.1","","1.7","","-26.7","","0.0","","12.4","","9.1","","5","",,"",,""
"1967-10","1967","10","-15.4","","-22.8","","-19.1","","-3.3","","-31.7","","0.0","","1.8","","1.3","","5","",,"",,""
"1967-11","1967","11","-31.3","","-38.6","","-35.0","","-23.3","S","-44.4","","0.0","","1.3","","1.0","","10","",,"",,""
"1967-12","1967","12","-28.2","","-35.4","","-31.8","","-15.0","S","-45.0","","0.0","","5.1","","4.6","","15","",,"",,""
"1968-01","1968","01","-36.8","","-43.2","","-40.0","","-20.0","","-51.1","","0.0","","3.6","","3.3","","18","",,"",,""
"1968-02","1968","02","-35.7","","-43.4","","-39.6","","-23.3","","-49.4","S","0.0","","3.6","","3.6","","20","",,"",,""
"1968-03","1968","03","-32.3","","-40.3","","-36.3","","-18.3","","-46.1","S","0.0","","0.3","","0.3","","20","",,"",,""
"1968-04","1968","04","-24.8","","-33.6","","-29.2","","-12.8","","-42.2","","0.0","","3.3","","2.8","","20","",,"",,""
"1968-05","1968","05","-6.8","","-13.8","","-10.3","","2.2","","-26.1","","0.0","","1.8","","1.8","","10","",,"",,""
"1968-06","1968","06","6.0","","0.6","","3.3","","12.8","","-2.2","S","1.3","","0.0","T","1.3","","0","",,"",,""
"1968-07","1968","07","9.9","","2.6","","6.3","","18.3","S","0.0","S","4.3","","0.0","T","4.3","","0","",,"",,""
"1968-08","1968","08","5.2","","0.5","","2.9","","10.0","","-5.0","","7.4","","1.3","","8.6","","0","",,"",,""
"1968-09","1968","09","-4.1","","-10.6","","-7.4","","2.2","","-23.9","","0.0","","4.6","","4.1","","3","",,"",,""
"1968-10","1968","10","-14.5","","-22.8","","-18.7","","0.6","","-34.4","","0.0","","4.3","","4.3","","0","T",,"",,""
"1968-11","1968","11","-29.2","","-35.7","","-32.5","","-14.4","","-45.0","S","0.0","","3.6","","3.6","","3","",,"",,""
"1968-12","1968","12","-33.5","","-39.4","","-36.5","","-15.6","","-47.2","","0.0","","0.0","T","0.0","T","5","",,"",,""
"1969-01","1969","01","-29.7","","-37.4","","-33.6","","-17.8","","-45.0","","0.0","","2.5","","2.5","","8","",,"",,""
"1969-02","1969","02","-31.6","","-38.9","","-35.3","","-21.7","","-45.6","","0.0","","2.8","","2.8","","10","",,"",,""
"1969-03","1969","03","-35.2","","-41.9","","-38.6","","-22.8","","-48.3","","0.0","","2.0","","2.0","","13","",,"",,""
"1969-04","1969","04","-22.3","","-32.3","","-27.3","","-10.0","S","-41.7","","0.0","","5.8","","5.8","","15","",,"",,""
"1969-05","1969","05","-6.6","","-14.3","","-10.5","","1.7","","-24.4","","0.0","T","4.1","","4.1","","10","",,"",,""
"1969-06","1969","06","4.3","","-1.6","","1.4","","13.3","","-8.9","","0.0","T","1.5","","1.5","","0","",,"",,""
"1969-07","1969","07","7.2","","1.9","","4.6","","11.7","","-0.6","","14.7","","0.0","T","14.7","","0","",,"",,""
"1969-08","1969","08","6.7","","0.8","","3.8","","11.7","","-4.4","","0.8","","1.3","","2.0","","0","T",,"",,""
"1969-09","1969","09","-6.5","","-12.1","","-9.3","","2.2","","-25.0","","0.0","","9.9","","9.9","","8","",,"",,""
"1969-10","1969","10","-16.7","","-23.3","","-20.0","","0.6","","-36.7","","0.0","","5.6","","5.6","","8","",,"",,""
"1969-11","1969","11","-31.7","","-37.9","","-34.8","","-18.9","","-45.0","","0.0","","8.1","","8.1","","10","",,"",,""
"1969-12","1969","12","-30.8","","-38.2","","-34.5","","-21.7","","-42.2","","0.0","","3.6","","3.6","","10","",,"",,""
"1970-01","1970","01","-32.2","","-39.9","","-36.1","","-18.3","S","-50.6","","0.0","","4.3","","4.3","","15","",,"",,""
"1970-02","1970","02","-34.6","","-41.1","","-37.9","","-20.0","","-47.8","","0.0","","2.5","","2.5","","23","",,"",,""
"1970-03","1970","03","-31.5","","-37.9","","-34.7","","-15.0","","-44.4","","0.0","","1.8","","1.8","","25","",,"",,""
"1970-04","1970","04","-27.2","","-35.8","","-31.5","","-14.4","","-39.4","S","0.0","","3.6","","3.6","","30","",,"",,""
"1970-05","1970","05","-10.3","","-18.1","","-14.2","","0.0","","-31.1","","0.0","","0.8","","0.8","","25","",,"",,""
"1970-06","1970","06","1.6","","-2.5","","-0.5","","7.2","","-10.6","","5.1","","2.0","","7.1","","0","T",,"",,""
"1970-07","1970","07","8.2","","2.4","","5.3","","12.8","S","0.6","S","5.1","","0.0","T","5.1","","0","",,"",,""
"1970-08","1970","08","5.2","","0.3","","2.8","","13.3","","-3.9","S","2.0","","3.0","","5.1","","0","",,"",,""
"1970-09","1970","09","-5.0","","-11.1","","-8.1","","2.2","S","-26.1","","0.0","","3.6","","3.8","","8","",,"",,""
"1970-10","1970","10","-15.1","","-24.2","","-19.7","","0.0","","-35.6","","0.0","","13.2","","11.2","","15","",,"",,""
"1970-11","1970","11","-26.2","","-33.3","","-29.8","","-9.4","","-40.6","S","0.0","","2.5","","2.0","","15","",,"",,""
"1970-12","1970","12","-34.6","","-40.7","","-37.7","","-21.7","","-48.9","","0.0","","2.3","","2.0","","15","",,"",,""
"1971-01","1971","01","-35.7","","-42.0","","-38.9","","-16.7","","-48.3","S","0.0","","0.8","","0.8","","15","",,"",,""
"1971-02","1971","02","-40.2","","-44.7","","-42.5","","-27.8","","-48.9","S","0.0","","8.1","","7.4","","23","",,"",,""
"1971-03","1971","03","-30.0","","-37.8","","-33.9","","-15.6","","-45.6","","0.0","","1.5","","1.5","","23","",,"",,""
"1971-04","1971","04","-21.8","","-30.4","","-26.1","","-2.8","","-44.4","","0.0","","3.3","","3.6","","23","",,"",,""
"1971-05","1971","05","-6.6","","-13.3","","-10.0","","0.0","","-24.4","","0.0","","11.4","","11.7","","28","",,"",,""
"1971-06","1971","06","7.2","","1.5","","4.4","","16.1","","-6.1","","3.0","","0.0","T","3.0","","0","",,"",,""
"1971-07","1971","07","10.3","","3.7","","7.0","","17.2","","1.1","S","2.8","","0.0","T","2.8","","0","",,"",,""
"1971-08","1971","08","4.1","","0.3","","2.2","","7.8","S","-3.3","","15.7","","3.3","","19.1","","0","",,"",,""
"1971-09","1971","09","-2.7","","-8.2","","-5.5","","1.1","","-20.6","","0.0","","9.4","","8.9","","5","",,"",,""
"1971-10","1971","10","-18.6","","-25.1","","-21.9","","-2.2","","-37.8","S","0.0","","6.6","","6.6","","13","",,"",,""
"1971-11","1971","11","-31.1","","-37.0","","-34.1","","-21.1","","-43.3","","0.0","","0.8","","0.8","","13","",,"",,""
"1971-12","1971","12","-37.7","","-42.7","","-40.2","","-27.2","","-48.9","","0.0","","3.6","","3.6","","15","",,"",,""
"1972-01","1972","01","-36.4","","-42.2","","-39.3","","-27.2","S","-50.0","","0.0","","6.1","","5.3","","18","",,"",,""
"1972-02","1972","02","-35.0","","-42.3","","-38.7","","-25.0","","-53.9","S","0.0","","3.6","","3.6","","20","",,"",,""
"1972-03","1972","03","-32.9","","-38.9","","-35.9","","-24.4","","-43.9","","0.0","","4.1","","4.8","","23","",,"",,""
"1972-04","1972","04","-26.4","","-34.0","","-30.2","","-16.7","","-38.9","","0.0","","2.0","","2.0","","23","",,"",,""
"1972-05","1972","05","-11.3","","-18.2","","-14.8","","-2.2","","-26.1","S","0.0","","4.6","","3.3","","23","",,"",,""
"1972-06","1972","06","2.4","","-2.5","","-0.1","","7.8","","-8.9","","0.0","","1.3","","1.3","","0","",,"",,""
"1972-07","1972","07","7.4","","1.8","","4.6","","11.7","","-0.6","","4.6","","0.0","T","4.6","","0","",,"",,""
"1972-08","1972","08","4.7","","0.1","","2.4","","8.9","S","-4.4","","6.9","","4.8","","11.4","","0","T",,"",,""
"1972-09","1972","09","-7.7","","-13.9","","-10.8","","1.1","","-25.0","","0.0","","11.7","","10.2","","5","",,"",,""
"1972-10","1972","10","-16.9","","-25.6","","-21.3","","-7.2","","-36.7","","0.0","","7.9","","7.6","","10","",,"",,""
"1972-11","1972","11","-30.5","","-37.8","","-34.2","","-16.1","S","-46.1","","0.0","","1.5","","1.5","","13","",,"",,""
"1972-12","1972","12","-40.3","","-45.7","","-43.0","","-23.3","","-51.7","","0.0","","1.3","","1.3","","13","",,"",,""
"1973-01","1973","01","-32.3","","-40.1","","-36.2","","-16.7","","-47.2","","0.0","","7.9","","7.1","","15","",,"","<31",""
"1973-02","1973","02","-40.2","","-46.2","","-43.2","","-27.8","","-52.8","S","0.0","","3.8","","3.6","","18","",,"","<31",""
"1973-03","1973","03","-37.4","","-43.2","","-40.3","","-23.9","","-51.1","S","0.0","","10.4","","10.2","","25","",,"","<31",""
"1973-04","1973","04","-27.1","","-35.6","","-31.4","","-12.8","","-46.7","","0.0","","3.3","","2.5","","28","",,"","<31",""
"1973-05","1973","05","-9.1","","-16.0","","-12.6","","5.0","","-25.6","","0.0","","0.8","","0.8","","15","",,"","<31",""
"1973-06","1973","06","4.8","","0.3","","2.6","","9.4","S","-7.2","","3.0","","2.3","","5.6","","0","T","16","","72",""
"1973-07","1973","07","7.0","","1.9","","4.5","","11.1","","-0.6","","11.7","","1.8","","13.7","","0","","18","","80",""
"1973-08","1973","08","5.4","","1.5","","3.5","","10.0","S","-1.1","","11.9","","5.8","","17.8","","0","","23","","66",""
"1973-09","1973","09","-6.4","","-11.7","","-9.1","","3.9","","-23.3","S","2.0","","4.6","","6.6","","0","T","29","","45",""
"1973-10","1973","10","-15.4","","-21.9","","-18.7","","-0.6","","-36.1","S","0.0","","14.5","","15.2","","10","",,"","<31",""
"1973-11","1973","11","-25.9","","-31.8","","-28.9","","-11.1","","-40.6","","0.0","","1.3","","1.3","","10","",,"","<31",""
"1973-12","1973","12","-26.1","","-34.2","","-30.2","","-12.8","S","-43.9","","0.0","","2.5","","1.5","","10","",,"","<31",""
"1974-01","1974","01","-39.9","","-44.7","","-42.3","","-30.6","","-47.8","","0.0","","0.0","T","0.0","T","13","",,"","<31",""
"1974-02","1974","02","-38.4","","-43.9","","-41.2","","-26.1","S","-50.6","","0.0","","1.5","","1.5","","13","",,"","<31",""
"1974-03","1974","03","-38.5","","-44.1","","-41.3","","-28.9","","-47.8","S","0.0","","2.0","","1.8","","15","",,"","<31",""
"1974-04","1974","04","-25.0","","-32.7","","-28.9","","-9.4","","-41.1","S","0.0","","7.4","","6.1","","18","",,"","<31",""
"1974-05","1974","05","-8.3","","-14.6","","-11.5","","-3.3","","-20.6","","0.0","","2.5","","2.3","","18","",,"","<31",""
"1974-06","1974","06","1.4","","-4.5","","-1.6","","9.4","","-13.9","","3.8","","7.9","","11.4","","0","",,"","<31",""
"1974-07","1974","07","7.7","","2.1","","4.9","","12.8","","0.0","S","14.0","","2.3","","16.3","","0","","27","","53",""
"1974-08","1974","08","6.7","","1.1","","3.9","","12.2","","-3.3","","7.1","","1.3","","8.4","","0","",,"","<31",""
"1974-09","1974","09","-6.7","","-13.9","","-10.3","","2.2","","-28.9","","0.0","","8.9","","8.9","","8","",,"","<31",""
"1974-10","1974","10","-18.3","","-26.5","","-22.4","","-5.0","","-39.4","","0.0","","12.7","","12.7","","20","",,"","<31",""
"1974-11","1974","11","-26.1","","-34.6","","-30.4","","-11.1","S","-45.6","","0.0","","2.3","","2.3","","15","",,"","<31",""
"1974-12","1974","12","-30.0","","-38.2","","-34.1","","-17.2","","-48.3","","0.0","","3.8","","3.8","","10","",,"","<31",""
"1975-01","1975","01","-40.2","","-45.5","","-42.9","","-26.7","","-51.7","","0.0","","1.0","","1.0","","10","",,"","<31",""
"1975-02","1975","02","-34.1","","-41.7","","-37.9","","-16.1","","-48.3","","0.0","","1.0","","0.8","","15","",,"","<31",""
"1975-03","1975","03","-37.4","","-43.2","","-40.3","","-27.2","","-48.3","","0.0","","1.0","","1.0","","10","",,"","<31",""
"1975-04","1975","04","-24.1","","-32.1","","-28.1","","-5.0","","-41.1","","0.0","","2.0","","2.0","","10","",,"","<31",""
"1975-05","1975","05","-7.2","","-14.2","","-10.7","","3.9","","-21.1","S","0.0","","3.6","","3.6","","5","",,"","<31",""
"1975-06","1975","06","6.3","","1.1","","3.7","","14.4","","-4.4","","10.7","","1.3","","11.9","","0","",,"","<31",""
"1975-07","1975","07","7.9","","1.9","","4.9","","16.1","","-0.6","","5.8","","0.0","T","5.8","","0","","18","","108",""
"1975-08","1975","08","3.9","","-0.1","","1.9","","10.0","S","-5.0","S","13.0","","8.6","","21.1","","0","","18","","101",""
"1975-09","1975","09","-6.0","","-11.8","","-8.9","","1.1","","-22.2","S","0.0","","17.3","","16.5","","13","","18","","79",""
"1975-10","1975","10","-18.1","","-26.1","","-22.1","","-5.0","","-34.4","S","0.0","","7.9","","7.9","","13","","18","","77",""
"1975-11","1975","11","-27.7","","-35.4","","-31.6","","-10.6","","-41.7","","0.0","","2.0","","2.0","","15","","2","","82",""
"1975-12","1975","12","-30.9","","-37.9","","-34.4","","-21.1","","-45.6","","0.0","","0.8","","0.8","","18","","16","","63",""
"1976-01","1976","01","-30.9","","-38.7","","-34.8","","-12.2","","-45.6","S","0.0","","2.8","","2.8","","20","","18","","93","S"
"1976-02","1976","02","-34.5","","-40.5","","-37.5","","-24.4","","-46.1","","0.0","","0.3","","0.3","","25","","36","","66",""
"1976-03","1976","03","-33.6","","-39.6","","-36.6","","-20.0","","-47.8","","0.0","","4.3","","4.1","","25","","16","","79",""
"1976-04","1976","04","-26.9","","-35.5","","-31.2","","-14.4","","-41.7","","0.0","","1.5","","1.5","","28","","29","","50",""
"1976-05","1976","05","-12.0","","-19.6","","-15.8","","2.2","","-26.7","S","0.0","","3.6","","3.6","","20","","16","","64",""
"1976-06","1976","06","3.5","","-1.1","","1.2","","7.8","","-8.3","S","8.1","","4.1","","12.2","","0","","36","","85",""
"1976-07","1976","07","8.3","","1.9","","5.1","","18.9","","-1.1","","8.6","","12.2","","20.8","","0","","27","","77",""
"1976-08","1976","08","3.5","","-0.3","","1.6","","10.6","","-6.7","","6.6","","6.1","","12.7","","0","","36","","60",""
"1976-09","1976","09","-4.5","","-10.8","","-7.7","","4.4","S","-25.6","","0.0","","10.7","","2.5","","3","","36","","66",""
"1976-10","1976","10","-21.2","","-28.9","","-25.1","","-11.7","S","-36.7","","0.0","","5.3","","5.3","","5","","16","","58",""
"1976-11","1976","11","-28.5","","-36.8","","-32.7","","-21.7","","-40.6","S","0.0","","2.5","","2.3","","8","","2","","103",""
"1976-12","1976","12","-30.9","","-37.8","","-34.4","","-10.0","","-48.9","","0.0","","5.6","","6.1","","10","","18","","60",""
"1977-01","1977","01","-23.0","","-32.7","","-27.9","","-3.6","","-43.7","","0.0","","4.3","","4.3","","23","","8","","126",""
"1977-02","1977","02","-38.1","","-43.4","","-40.8","","-22.4","S","-49.8","","0.0","","0.0","T","0.0","T","20","","17","","63",""
"1977-03","1977","03","-39.7","","-44.7","","-42.2","","-25.1","","-50.5","","0.0","","0.0","T","0.0","T","17","",,"M",,"M"
"1977-04","1977","04","-20.9","","-29.8","","-25.4","","-11.6","","-42.4","","0.0","","4.7","","4.4","","15","","17","","80",""
"1977-05","1977","05","-7.8","","-14.6","","-11.2","","2.0","","-21.6","","0.0","","5.6","","5.1","","20","","20","","74",""
"1977-06","1977","06","5.7","","0.0","","2.9","","15.1","","-7.8","","0.6","","4.5","","5.1","","0","","7","","93",""
"1977-07","1977","07","9.9","","3.5","","6.7","","17.5","","0.6","","6.2","","0.0","T","6.2","","0","","6","","70",""
"1977-08","1977","08","7.3","","1.6","","4.5","","12.8","","-4.5","","3.2","","0.0","T","3.2","","0","","32","","56",""
"1977-09","1977","09","-6.0","","-12.4","","-9.2","","0.4","S","-22.0","","0.0","","24.7","","23.3","","20","","14","","76",""
"1977-10","1977","10","-16.9","","-25.1","","-21.0","","-5.3","","-36.8","","0.0","","4.5","","4.2","","19","","2","","33",""
"1977-11","1977","11","-31.2","","-37.4","","-34.3","","-17.3","","-44.0","","0.0","","0.6","","0.6","","24","","29","","44",""
"1977-12","1977","12","-37.1","","-42.6","","-39.9","","-23.5","","-50.8","","0.0","","0.4","","0.4","","28","","19","","43",""
"1978-01","1978","01","-32.7","","-40.7","","-36.7","","-18.5","","-47.2","","0.0","","1.3","","1.3","","27","","18","S","80","S"
"1978-02","1978","02","-23.7","","-32.2","","-28.0","","-11.5","","-45.1","","0.0","","3.8","","4.1","","26","","5","","115",""
"1978-03","1978","03","-33.5","","-40.3","","-36.9","","-20.4","","-45.8","","0.0","","3.5","","3.8","","28","","17","","70",""
"1978-04","1978","04","-22.6","","-30.4","","-26.5","","-7.9","","-41.4","","0.0","","10.2","","8.5","","35","","18","","74",""
"1978-05","1978","05","-7.8","","-14.0","","-10.9","","-1.0","","-27.4","","0.0","","9.6","","9.2","","38","","36","","56",""
"1978-06","1978","06","2.7","","-1.6","","0.6","","8.8","","-8.8","","5.9","","1.8","","8.0","","0","","15","","44",""
"1978-07","1978","07","10.5","","3.1","","6.8","","17.3","","0.4","","3.3","","0.0","","3.3","","0","","7","","56",""
"1978-08","1978","08","4.3","","0.8","","2.6","","10.3","","-2.3","","29.3","","1.0","","30.3","","0","","20","","56",""
"1978-09","1978","09","-4.9","","-9.8","","-7.4","","-0.3","","-22.8","","0.0","T","7.2","","5.9","","3","","28","","63",""
"1978-10","1978","10","-27.6","","-33.5","","-30.6","","-13.0","","-40.6","","0.0","","1.7","","1.4","","5","","31","","33",""
"1978-11","1978","11","-31.2","","-37.9","","-34.6","","-20.1","","-44.4","","0.0","","1.0","","1.0","","13","","27","","39",""
"1978-12","1978","12","-25.6","","-34.7","","-30.2","","-2.1","","-44.7","","0.0","","10.5","","9.8","","20","","18","","96",""
"1979-01","1979","01","-30.2","","-38.0","","-34.1","","-14.4","","-47.3","","0.0","","2.1","","2.1","","16","","4","","81",""
"1979-02","1979","02","-45.6","","-50.1","","-47.9","","-31.0","","-55.3","","0.0","","0.0","T","0.0","T","17","","30","","44",""
"1979-03","1979","03","-34.0","","-41.5","","-37.8","","-13.5","","-51.4","","0.0","","1.7","","1.7","","18","","15","","57",""
"1979-04","1979","04","-19.6","","-28.3","","-24.0","","-3.1","","-38.7","","0.0","","3.5","","3.1","","20","","14","","65",""
"1979-05","1979","05","-7.4","","-13.7","","-10.6","","2.7","","-25.0","","0.0","","1.8","","1.8","","15","","15","","52",""
"1979-06","1979","06","0.9","","-3.4","","-1.3","","9.8","","-8.3","","0.0","T","6.2","","5.1","","0","","25","","48",""
"1979-07","1979","07","8.2","","2.1","","5.2","","14.5","","0.3","","4.0","","5.5","","9.5","","0","","19","","52",""
"1979-08","1979","08","2.8","","-1.9","","0.5","","11.1","","-9.5","","3.0","","15.8","","16.7","","2","","29","S","50","S"
"1979-09","1979","09","-8.7","","-14.7","","-11.7","","1.1","","-27.7","","2.2","","6.9","","6.7","","4","","1","","63",""
"1979-10","1979","10","-20.9","","-28.5","","-24.7","","-5.4","","-40.6","","0.0","","15.8","","10.8","","18","","13","","69",""
"1979-11","1979","11","-30.0","","-36.2","","-33.1","","-10.9","","-43.3","","0.0","","16.9","","10.6","","24","","1","","72",""
"1979-12","1979","12","-34.8","","-41.9","","-38.4","","-21.6","","-47.8","","0.0","","2.5","","1.7","","23","","35","","54",""
"1980-01","1980","01","-30.4","","-39.4","","-34.9","","-12.9","","-49.8","","0.0","","4.0","","3.4","","25","","36","","74",""
"1980-02","1980","02","-28.0","","-37.4","","-32.7","","-13.7","","-48.1","","0.0","","3.8","","3.1","","26","","33","","83",""
"1980-03","1980","03","-33.2","","-40.0","","-36.6","","-13.3","","-46.4","","0.0","","10.2","","7.4","","33","","14","","65",""
"1980-04","1980","04","-28.4","","-36.0","","-32.2","","-15.5","","-43.4","","0.0","","1.2","","1.2","","31","",,"M",,"M"
"1980-05","1980","05","-8.2","","-15.9","","-12.1","","-1.6","S","-30.8","","0.0","","3.0","","1.8","","29","","36","","57",""
"1980-06","1980","06","2.0","","-3.4","","-0.7","","7.5","","-11.8","","9.6","","4.8","","14.0","","1","","16","","67",""
"1980-07","1980","07","8.9","","2.1","","5.5","","14.7","","0.0","S","4.2","","0.0","","4.2","","0","","2","","44",""
"1980-08","1980","08","4.3","","-0.4","","2.0","","10.0","","-4.3","","8.6","","3.2","","11.4","","0","","17","","81",""
"1980-09","1980","09","-8.4","","-14.1","","-11.3","","4.8","","-25.7","","0.8","","1.2","","2.0","","2","","18","","96",""
"1980-10","1980","10","-14.7","","-22.9","","-18.8","","-1.1","","-32.5","","0.0","","5.3","","4.7","","4","","34","","83",""
"1980-11","1980","11","-28.9","","-35.4","","-32.2","","-11.2","","-42.8","","0.0","","1.1","","1.1","","6","","6","","48",""
"1980-12","1980","12","-31.1","","-37.6","","-34.4","","-12.5","","-43.0","","0.0","","2.1","","2.1","","8","","28","","70","E"
"1981-01","1981","01","-28.0","","-36.6","","-32.3","","-14.8","","-43.0","","0.0","","7.0","","7.0","","8","","20","","89",""
"1981-02","1981","02","-32.1","","-39.6","","-35.9","","-22.2","","-46.3","","0.0","","1.1","","1.1","","8","","33","","81",""
"1981-03","1981","03","-34.6","","-40.7","","-37.7","","-21.7","","-45.9","S","0.0","T","2.2","","2.2","","9","","33","","89",""
